orgid,pulseid,manager,q1_s,q2_s,q3_s,q4_s,q5_s,q6_s,q7_s,q8_s,q9_s,q10_s,gender,ethnic,los,wave,group,stratum,sector,female_mgr,progress,num_managers,org_nor
esorg121,espulse4100,No,10,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,12,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4101,No,9,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,10,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4102,No,6,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,3,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4103,No,6,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Female,British,23,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4104,No,7,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Don't know,Neither agree nor disagree,Agree,Agree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4105,No,4,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4106,No,7,Strongly Agree,Strongly Agree,Agree,Don't know,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Female,Other,4,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4107,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,2,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4108,Yes,8,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Female,British,19,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4109,Yes,8,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,0,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4110,No,10,Agree,Agree,Don't know,Don't know,Strongly Disagree,Don't know,Don't know,Neither agree nor disagree,Strongly Agree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4111,No,10,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,23,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4112,Yes,9,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,11,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4113,Yes,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Female,British,11,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4114,No,8,Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,22,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4115,No,5,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Female,British,11,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4116,No,8,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Female,British,9,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4117,No,7,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Female,British,8,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4118,No,8,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,British,2,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4119,No,7,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,6,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4120,No,2,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Female,Other,3,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4121,No,10,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,0,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4122,Yes,8,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Male,British,19,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4123,No,9,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,2,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4124,No,10,Agree,Agree,Strongly Agree,Don't know,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4125,No,8,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Female,British,3,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4126,No,4,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Male,British,9,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4127,No,5,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Non-binary,British,20,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4128,No,7,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,3,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4129,No,9,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,Other,3,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4130,Yes,10,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Male,British,15,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4131,Yes,8,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,19,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4132,Yes,10,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Male,British,10,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4133,No,5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,6,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4134,No,7,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Female,British,4,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4135,Yes,9,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Male,British,4,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4136,Yes,10,Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4137,No,6,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Female,British,6,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4138,No,10,Strongly Agree,Strongly Agree,Don't know,Don't know,Disagree,Don't know,Neither agree nor disagree,Strongly Agree,Strongly Agree,Female,British,0,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4139,Yes,10,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,4,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4140,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Other,5,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4141,Yes,9,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,13,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4142,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4143,No,7,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Male,British,2,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4144,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Other,5,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4145,No,7,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Female,British,0,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4146,No,8,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,2,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4147,Yes,8,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Don't know,Female,British,2,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4148,No,7,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Female,British,1,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4149,Yes,9,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Male,British,7,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4150,No,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Male,British,2,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4151,No,10,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Other,5,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4152,Yes,10,Agree,Strongly Agree,Agree,Agree,Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4153,No,10,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Male,African,4,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4154,No,10,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Male,African,4,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4155,No,2,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Female,British,9,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4156,Yes,7,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Female,British,14,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4157,Yes,8,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Male,British,11,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4158,Yes,8,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Female,British,3,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4159,Yes,10,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Female,British,3,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4160,Yes,8,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Male,British,9,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4161,Yes,10,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Male,British,16,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4162,Yes,10,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Female,British,5,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4163,Yes,10,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Female,British,7,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4164,No,8,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Don't know,Disagree,Agree,Disagree,Other,I do not wish to disclose my ethnic origin,3,1,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4165,No,10,Strongly Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Female,British,1,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4166,No,8,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,21,2,Treatment,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4167,No,9,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,3,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4168,Yes,10,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Female,British,18,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4169,Yes,9,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,17,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4170,Yes,6,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Disagree,Female,Any other Asian background,5,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4171,Yes,10,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,13,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4172,Yes,6,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Female,British,9,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4173,No,10,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,13,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4174,Yes,10,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Female,British,17,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4175,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Irish,18,2,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4176,Yes,9,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,7,1,Control,2,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4177,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,9,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4178,Yes,7,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Female,British,6,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4179,Yes,10,Strongly Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Female,British,10,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4180,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4181,No,8,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Male,British,4,1,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4182,No,2,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Female,British,4,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4183,Yes,7,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Male,British,4,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4184,No,3,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,4,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4185,Yes,10,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Female,British,10,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4186,No,8,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Male,African,1,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg121,espulse4187,No,2,Disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Disagree,Female,British,4,2,Control,1,121Charity/Education/Care,0.72,0.93,55,430
esorg122,espulse4188,No,7,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Female,Irish,5,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4189,Yes,8,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,British,1,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4190,No,8,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,2,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4191,Yes,8,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4192,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Other,5,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4193,Yes,7,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,9,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4194,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,0,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4195,No,8,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Male,British,1,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4196,No,10,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,6,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4197,No,8,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Male,British,1,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4198,No,9,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,6,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4199,No,8,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Male,British,8,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4200,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,14,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4201,No,10,Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Male,African,7,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4202,No,8,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Male,British,1,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4203,No,10,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,14,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4204,No,8,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Female,British,4,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4205,No,9,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,13,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4206,No,9,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,8,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4207,Yes,10,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,8,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4208,No,7,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Female,British,1,2,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4209,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,7,1,Control,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4210,No,7,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Male,Any other Ethnic Group,1,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4211,No,7,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Female,British,1,1,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4212,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,6,1,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4213,Yes,7,Strongly Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Male,British,5,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4214,No,10,Strongly Agree,Strongly Agree,Agree,Don't know,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Caribbean,1,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4215,Yes,7,Agree,Strongly Agree,Neither agree nor disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Male,British,5,1,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4216,No,8,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Female,British,4,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4217,No,8,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Female,British,1,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4218,No,7,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,1,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4219,No,5,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Male,Other,1,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4220,No,7,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Male,British,1,1,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4221,No,8,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,White and Asian,2,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4222,No,7,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Male,British,2,2,Treatment,1,122Travel,0.63999999,0.79,30,620
esorg122,espulse4223,Yes,8,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Male,British,5,2,Treatment,1,122Travel,0.63999999,0.79,30,620
